block_id,file,line_start,line_end,chapter_ids,linked_scene_ids,source_text,retention_status,adaptation_verification,source_layer_candidate
V1L00245,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,245,247,,I1-S02 | FF01-S03,"ಆದರೆ ಶುದ್ಧವಾದ ಪಾಠಕ್ಕೆ ದಾರಿದ್ರ್ಯ ಇದೆ. ಆದ್ದರಿಂದ ಅರ್ಥಕ್ಕಿಂತ 
ಅನರ್ಥವಾಗುವುದೇ ಜಾಸ್ತಿ. ಇದನ್ನು ಮನಗಂಡ ಪಲಿಮಾರು ಮಠಾಧೀಶರಾದ 
ಶ್ರೀ ಶ್ರೀ ವಿದ್ಯಾಧೀಶತೀರ್ಥರು ಸರಿಯಾದ ಪಾಠಕ್ಕಾಗಿ ಶ್ರಮಿಸಿದರು. ಬೇರೆ ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00250,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,250,250,,I1-S02 | FF01-S03,ಆದಿಪರ್ವ XI ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00253,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,253,259,,I1-S02 | FF01-S03,"ಬೇರೆ ರಾಜ್ಯಗಳ ಪ್ರಾಚೀನ ಗ್ರಂಥಗಳನ್ನು ಏಕತ್ರ ಸೇರಿಸಿದರು. 
ವಿದ್ದಾಂಸರುಗಳಿಂದ ಕೃಷಿ ಮಾಡಿಸಿದರು. ಸರಿಯಾದ ಪಾಠವನ್ನು ಆಸ್ತಿಕ ಸಮಾಜಕ್ಕೆ 
ಒದಗಿಸುತ್ತಿದ್ದಾರೆ. ವಿದ್ಯಾಧೀಶರ ಆಶ್ರಮಗುರುಗಳಾದ ನಮ್ಮ ವಿದ್ಯಾಗುರುಗಳಾದ 
ಶ್ರೀ ಶ್ರೀ ವಿದ್ಯಾಮಾನ್ಯರ ಜನ್ಮಶತಾಬ್ದಿಯ ಸಂದರ್ಭದಲ್ಲಿ 100 ಸಂಪುಟಗಳಲ್ಲಿ 
ಹೊರತರುವುದು ಸಾಮಾನ್ಯ ಕೆಲಸವಲ್ಲ. ಇವರ ಈ ಕೆಲಸದಲ್ಲಿ ಆಸ್ತಿಕ ಸಮಾಜವು 
ಕೈ ಜೋಡಿಸಲಿ. ಪುಣ್ಯಸಂಪಾದಿಸಲಿ. ಪಾವನವಾಗಲಿ ಎಂದು ಉಡುಪಿ 
ಶ್ರೀಕೃಷ್ಣ-ಮುಖ್ಯಪ್ರಾಣರಲ್ಲಿ ನಮ್ಮ ಪ್ರಾರ್ಥನೆ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00262,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,262,264,,I1-S02 | FF01-S03,"ನಾರಾಯಣ ಸ್ಥರಣೆಗಳು 
ಶ್ರೀ ಶ್ರೀ ವಿಶ್ವಪ್ರಿಯತೀರ್ಥ ಶ್ರೀಪಾದಂಗಳವರು 
ಶ್ರೀ ಅದಮಾರು ಮಠ, ಉಡುಪಿ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00267,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,267,269,,I1-S02 | FF01-S03,"ಜಗದ್ಗುರು ಶ್ರೀಮನ್ನಧ್ಧಾಚಾರ್ಯಮೂಲಮಹಾಸಂಸ್ಥಾನಮ್‌ 
ಪರಮಪೂಜ್ಯ ಶ್ರೀಶ್ರೀವಿದ್ಯಾಧೀಶತೀರ್ಥ ಶ್ರೀಪಾದರು 
ಶ್ರೀ ಹೃಷೀಕೇಶತೀರ್ಥ ಸಂಸ್ಥಾನಮ್‌, ಶ್ರೀಪಲಿಮಾರು ಮಠ, ಉಡುಪಿ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00272,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,272,272,,I1-S02 | FF01-S04,ಅನುಗ್ರಹ ಸಂದೇಶ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00275,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,275,277,,I1-S02 | FF01-S04,"ಶ್ರೀಮಹಾಭಾರತ ಮತ್ತು ಶ್ರೀಮದ್ಭಾಗವತ ವೇದಪುರುಷನ ಎರಡು 
ದಿವ್ಯನೇತ್ರಗಳು, ವೇದಾರ್ಥಪರಿಬ್ಬಂಹಿತವಾದವುಗಳು, ವೇದಾರ್ಥ 
ನಿರ್ಣಾಯಕಗಳು, ಎರಡು ಕೃತಿಗಳು ಏಕಕರ್ತೃಕಗಳು. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00280,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,280,285,,I1-S02 | FF01-S04,"ಭಾಗವತದಲ್ಲಿ ಎಲ್ಲಿಲ್ಲದ ಒಲವು, ಮಹಾಭಾರತದಲ್ಲಿ ಭಯವು. 
ಮಹಾಭಾರತದ ಬಗ್ಗೆ ಅದೆಷ್ಟು ಭಯ ಎಂದರೆ ಮನೆಯೊಳಗೆ ಪುಸ್ತಕಕ್ಕೆ ಪ್ರವೇಶ 
ನಿಷಿದ್ಧ . ಮಹಾಭಾರತದ ಬಗೆಗಿರುವ ತಪ್ಪು ಕಲ್ಪನೆಗಳೇ ಇದಕ್ಕೆ ಮೂಲ. ಜಗಳದ 
ಆತಂಕವೇ ಇದಕ್ಕೆಲ್ಲ ಕಾರಣ. ಮಹಾಭಾರತ ಎಂಬ ಶಬ್ದ ಜಗಳಕ್ಕೆ ಪರ್ಯಾಯ 
ಪದವಾಗಿ ರೂಢಿಯಲ್ಲಿದೆ. ವಾಸ್ತವಿಕವಾಗಿ ಮಹಾಭಾರತವು ಜಗಳ ಗ್ರಂಥವಲ್ಲ, 
ಜಯಗ್ರಂಥ, ಜಯಪ್ರದ ಮಂತ್ರ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00288,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,288,290,,I1-S02 | FF01-S04,"""ಜಯೋ ನಾಮೇತಿಹಾಸೋ5ಯಂ ಕೃಷ್ಣದ್ಹೈಪಾಯನೇರಿತಃ' ಎನ್ನುವುದು 
ವ್ಯಾಸರದ್ದೇ ಮಾತು. ಈ ಮಾತನ್ನು ಶ್ರೀಮದಾಚಾರ್ಯರು ಗೀತಾರ್ಥ 
ಚಿಂತನೆಯಲ್ಲಿ ಉದ್ಧರಿಸಿದ್ದುಂಟು. ಮಹಾಭಾರತದ ಹೆಸರು ಹೇಳಿದರೆ ಸಾಕು ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00293,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,293,293,,I1-S02 | FF01-S04,ಜಗಳವಾಗುವುದಿಲ್ಲ; ಅಷ್ಟೇ ಅಲ್ಲ ಕಲಹಕ್ಕೆ ಕಾರಣವಾದ ಸಕಲ ದುರಿತ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00296,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,296,297,,I1-S02 | FF01-S04,"ತರಿಯುವ ತಾಕತ್ತು ಅದಕ್ಕಿದೆ ಅನ್ನುತ್ತಾರೆ. ಎಷ್ಟೋ ಜನ ಅನುಭವಿಸಿಯೂ 
ಇದ್ದಾರೆ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00300,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,300,302,,I1-S02 | FF01-S04,"೦ಎ 
ಮಹತ್ವಾತ್‌ ಭಾರವತ್ವಾಚ್ಚ ಮಹಾಭಾರತಮುಚ್ಛತೇ । 
ನಿರುಕ್ತಮಸ್ಯ ಯೋ ವೇದ ಸರ್ವಪಾಪೈಃ ಪ್ರಮುಚ್ಯತೇ ॥ ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00305,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,305,307,,I1-S02 | FF01-S04,"ಭಾರಭರಿತ ಗ್ರಂಥವಿದು. ಅದಕ್ಕೆಂದೇ ಭಾರತ. ಪುಸ್ತಕವೂ ಭಾರ. ಶಬ್ದಗಳೂ 
ಭಾರ. ಅರ್ಥಗಳೂ ಭಾರ. ಶಬ್ದಗಳ ಜೋಡಣೆ, ಅನುರಣನೆ ಇಲ್ಲಿದೆ. 
ಆರ್ಷಭಾಷೆಯ ಸೊಬಗು ತುಂಬಿತುಳುಕಿದೆ. ಮೇಲ್ನೋಟಕ್ಕೆ ಬಿಡಿಸಲಾಗದ ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00310,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,310,310,,I1-S02 | FF01-S04,ಆದಿಪರ್ವ XII ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00313,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,313,316,,I1-S02 | FF01-S04,"ಗಂಟಿನ ಒಗಟಿನಂಥ ಚಿಂತನೆಗಳನ್ನು ಮುತ್ತಿನ ಮಾತಿನಲ್ಲಿ ಪೋಣಿಸಿದ್ದಾರೆ. 
ಭಾರತದ ಭವ್ಯಶಬ್ದಗಳ ಶ್ರವಣವೇ ಆಪ್ಯಾಯಮಾನ. ಕರ್ಣ ರಸಾಯನ. 
ವೇದಪ್ರತಿಬಿಂಬವಾದ ಈ ಮಹಾಭಾರತವು ವೇದದಂತೆ ಮೂರು ರೀತಿಯಾಗಿ 
ತನ್ನನ್ನು ತೆರೆದುಕೊಳ್ಳುತ್ತದೆ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00319,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,319,320,,I1-S02 | FF01-S04,"ಮನ್ಹಾದಿ ಕೇಚಿದ್‌ ಬ್ರುವತೇ ಹ್ಯಾಸ್ತೀಕಾದಿ ತಥಾಪರೇ । 
ತತೋಪರಿಚರಾದನ್ಯೇ ಭಾರತಂ ಪರಿಚಕ್ಕತೇ || ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00323,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,323,333,,I1-S02 | FF01-S04,"ಅತೀಂದ್ರಿಯವಾದ ಚಿಂತನೆಯನ್ನೊಪ)ುವ ಪಾಂಡವರ ಕಥೆ ಇಲ್ಲಿದೆ. 
ದೇವರನ್ನೊಪ್ಪದೆ ದಾರಿತಪ್ಪಿದ ಕೌರವರ ಇತಿಹಾಸ ಇಲ್ಲಿದೆ. ಮನನೀಯವಾದ 
ಗುಣಗಳ ಚಿಂತನೆ ತುಂಬಲ್ಲಟ್ಟಿದೆ. ಸರ್ವರಿಗಿಂತಲೂ ಉಪರಿ ಸಂಚಾರ ಮಾಡುವ 
ಸರ್ವೋತ್ತಮನಾದ ಭಗವಂತನ ಮಹಿಮೆಯ ಬಣ್ಣನೆ ಸಮಗ್ರ ಭಾರತದಲ್ಲಿದೆ. 
ಭಾರತದ ಲಕ್ಷಶ್ಲೋಕಗಳಿಗೂ ಲಕ್ಷ್ಮ ಶ್ರೀಕೃಷ್ಣನತ್ತ. ಚಿತ್ತ ಶ್ರೀಹರಿಯತ್ತ. ಮೂರು 
ಮೂರು ಅರ್ಥವ್ಯಾಪ್ತಿಯುಳ್ಳ ವೇದಪ್ರತಿಬಿಂಬವಾದ ಮಹಾಭಾರತವು ಅಕ್ಷರಶಃ 
ಹತ್ತು ಹತ್ತು ಅರ್ಥಗಳನ್ನೊಳಗೊಂಡು ಭಾರತವೆನ್ನುವ ಹೆಸರು ಅನ್ವರ್ಥವಾಗಿದೆ. 
ನೂರು ಅರ್ಥಗಳ ಸಾವಿರ ನಾಮಗಳಡಗಿಕೊಂಡಿರುವುದು ಮಹಾಭಾರತದ 
ಗರ್ಭದಲ್ಲಿ. 
ತ್ರಯೋರ್ಥಾಃ ಸರ್ವವೇದೇಷು ದಶಾರ್ಥಾ ಸರ್ವಭಾರತೇ । 
- ವಿಷ್ಣೋ: ಸಹಸ್ರನಾಮಾಪಿ ನಿರಂತರಶತಾರ್ಥಕಮ್‌ ॥ ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00335,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,335,341,,I1-S02 | FF01-S04,"ಮಹಾಭಾರತ ರಚನೆಗೊಂಡದ್ದು ಪಾತ್ರಧಾರಿಗಳು ಬಂದಮೇಲಲ್ಲ. ಬರುವ 
ಮೊದಲೇ ಎನ್ನುವುದು ವ್ಯಾಸರ ಸಾರ್ವಜ್ಞಕ್ಕೆ, ದೇವತ್ಪಕ್ಕೆ ಸಾಕ್ಷಿ. ಎಷ್ಟೋ ವರ್ಷಗಳ 
ನಂತರ ನಡೆಯುವ ಯುದ್ಧದ ವರ್ಣನೆ ರೋಮಾಂಚನ ಹುಟ್ಟಿಸುತ್ತದೆ. ಯುದ್ದ - 
ನೋಡಿರುವವನೇ ಯುದ್ದದಲ್ಲಿ ನಡೆಯುವುದನ್ನು ವರ್ಣಿಸಲು ಸೋಲುತ್ತಾನೆ. 
ಮುಂದೆ ನಡೆಯುವ ಯುದ್ಧವನ್ನು ತದ್ದತ್ತಾಗಿ ವರ್ಣಿಸಿದ ವ್ಯಾಸರನ್ನು 
ನಾರಾಯಣನಲ್ಲದೇ ಬೇರೆಯವನನ್ನಾಗಿ ತಿಳಿಯಬಾರದು ಎನ್ನುವುದೂ 
ವ್ಯಾಸದರ್ಶನವೇ ಆಗಿದೆ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00344,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,344,344,,I1-S02 | FF01-S04,"""ಕೋ ಹ್ಯನ್ಯಃ ಪುಂಡರೀಕಾಕ್ಟಾತ್‌ ಮಹಾಭಾರತಕೃದ್ಧದೇತ್‌' ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00347,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,347,347,,I1-S02 | FF01-S04,XIV ಮಹಾಭಾರತ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00350,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,350,355,,I1-S02 | FF01-S04,"ಇಂತಹ ಮಹಾಭಾರತದ ಅಧ್ಯಯನ ಪಂಚಭೂತಗಳ ಸಮಸ್ಯೆಯುಳ್ಳ 
ಪ್ರಪಂಚವನ್ನೇ ಮರೆಯುವಂತೆ ಮಾಡುತ್ತದೆ, ಎತ್ತರದ ಆನಂದದಲ್ಲಿ 
ಮುಳುಗಿಸುತ್ತದೆ ಎನ್ನುವುದು ಖಂಡಿತ ಉತ್ಸೇಕ್ಷೆಯಲ್ಲ. ಈ ಉದ್ದೇಶದಿಂದ 
ಆಚಾರ್ಯ ಮಧ್ವರ ತಾತ್ಪರ್ಯನಿರ್ಣಯ, ಶ್ರೀವಾದಿರಾಜರ ಲಕ್ಷಾಲಂಕಾರವನ್ನು 
ಆಧರಿಸಿ ಮೂಲಪಾಠ ಶೋಧನೆಯ ಹಿನ್ನೆಲೆಯಲ್ಲಿ ಗ್ರಂಥದ ಪ್ರಕಟನೆಯನ್ನು 
ಮಾಡುತ್ತಿದ್ದೇವೆ. ",retained_verbatim_OCR,not_sentence_verified,commentary_heading
V1L00358,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,358,366,,I1-S02 | FF01-S04,"ಇದರ ಹಿಂದೆ ಇದಕ್ಕಾಗಿ ಜೀವನವನ್ನೇ ಮುಡಿಪಾಗಿಟ್ಟ ಒಂದು ತಂಡವೇ 
ಇದೆ. ಇದರ ನೇತೃತ್ವ ವಿದ್ವಾಂಸರಾದ ಶ್ರೀ ಶೇಷಗಿರಿ ಆಚಾರ್ಯರದ್ದು. ಶ್ರೀ 
ವಎಶ್ವೇಶತೀರ್ಥರ ವಿದ್ಯಾಪೀಠದಲ್ಲಿ ಓದಿದ ಇವರ ಸಾಧನೆ ಬಹಳ 
ಶ್ರೇಷ್ಠವಾದುದು. ತಿರುಪತಿಯ ತಿಮ್ಮಪ್ಪನ ಎತ್ತರದ ಸನ್ನಿಧಾನದಲ್ಲಿ ಭಾರತ 
ಪರ್ವಗಳ ಪರ್ವತದ ಆವಿಷ್ಕಾರ ಶೇಷಗಿರಿ ಆಚಾರ್ಯರಿಂದ ಎನ್ನುವುದು 
ಸಂತಸದ ಸಂಗತಿಯೇ ಆಗಿದೆ. ಶ್ರೀ ಶೇಷಗಿರಿ ಆಚಾರ್ಯರ ಹಿಂದೆ ಅನೇಕ 
ವಿದ್ವಾಂಸರು ಧ್ವನಿಗೂಡಿಸಿದ್ದಾರೆ. ಅವರೆಲ್ಲರ ಸಹಕಾರದಿಂದ ಈ ಹೊತ್ತಿಗೆ 
ತಿಮ್ಮಪ್ಪನಿಗೆ ಸಮರ್ಪಣೆ ಆಗುವಂತಾಗಿದೆ. ಅವರೆಲ್ಲರಿಗೂ 
ಶ್ರೀಕೃಷ್ಣ-ಮುಖ್ಯಪ್ರಾಣರ ಅನುಗ್ರಹದ ರಕ್ಷೆ ಇರಲೆಂದು ಪ್ರಾರ್ಥಿಸುತ್ತೇವೆ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00368,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,368,368,,I1-S02 | FF01-S04,ನಾರಾಯಣ ಸ್ಥರಣೆಗಳು ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00371,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,371,372,,I1-S02 | FF01-S04,"ಶ್ರೀ ಶ್ರೀ ವಿದ್ಯಾಧೀಶತೀರ್ಥ ಶ್ರೀಪಾದಂಗಳವರು 
ಶ್ರೀ ಪಲಿಮಾರು ಹೃಷೀಕೇಶ ಮಠ, ಉಡುಪಿ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00375,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,375,377,,I1-S02 | FF01-S04,"ಜಗದ್ಗುರು ಶ್ರೀಮನ್ನಧ್ಧಾಚಾರ್ಯಮೂಲಮಹಾಸಂಸ್ಥಾನಮ್‌ 
ಪರಮಪೂಜ್ಯ ಶ್ರೀಶ್ರೀವಿಶ್ವವಲ್ಲಭತೀರ್ಥ ಶ್ರೀಪಾದರು 
ಸೋದೆ ಶ್ರೀ ವಾದಿರಾಜ ಮಠ, ರಥಬೀದಿ, ಉಡುಪಿ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00380,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,380,380,,I1-S02 | FF01-S05,ಅನುಗ್ರಹ ಸಂದೇಶ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00383,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,383,395,,I1-S02 | FF01-S05,"ಕುರುಡನಿಗೂ ದೂರದ ದರ್ಶನ ಮಾಡಿಸಿದ ಶಕ್ತಿ ವೇದವ್ಯಾಸರದ್ದು. 
ಕೃಮಿಯನ್ನೂ ರಾಜನನ್ನಾಗಿಸಿದ ಶಕ್ತಿ ಅವರದ್ದು. ಮರಣಾಸನ್ನರಿಗೂ ಜೀವನವನ್ನು 
ನೀಡಿದ ಶಕ್ತಿ ಅವರದ್ದು. ಅವರಂತೆ ಅವರ ಗ್ರಂಥಕ್ಕೂ ಮಿಗಿಲಾದ 
ಸಾಮರ್ಥವಿದೆ. ಸಂಸಾರದ ದುಃಖವೈತರಣಿಯಲ್ಲಿ ಮುಳುಗಿದವರು ಅವರ 
ಗ್ರಂಥದ ಮನನದಿಂದ ಆನಂದ ಕ್ಷೀರಸಮುದ್ರದಲ್ಲಿ ವಿಹರಿಸುತ್ತಾರೆ. ಆ 
ಗ್ರಂಥಗಳಲ್ಲೂ ಮಹಾಭಾರತ ಮಿಗಿಲಾದದ್ದು. ""ವೇದಾದಪಿ ಪರಂ ಚಕ್ರೇ 
ಮಹಾಭಾರತಮುತ್ತಮಮ್‌' ವೇದಪ್ರತಿಪಾದ್ಯ ರಚಿಸಿದ ಕೃತಿ ವೇದಗಳಿಗಿಂತಲೂ 
ಮಿಗಿಲಾಗಿದೆ. ಜೀವನದುದ್ದಕ್ಕೂ ಬೇಕಾಗುವ ನೀತಿ, ಸಂಪತ್ತು, ಧರ್ಮ, ಕಾಮ, 
ವ್ಯವಹಾರ ಎಲ್ಲವನ್ನೂ ಆಖ್ಯಾನ, ಉಪಾಖ್ಯಾನಗಳ ಮುಖಾಂತರ ತಿಳಿಹೇಳಿ 
ಪರಲೋಕದ ಸಾಧನೆಯನ್ನೂ ಬೋಧಿಸುವ ್ಡ'ವಿಜ್ಞಾನದೀಪ' ಇದು. 
""ಯದಿಹಾಸ್ತಿ ತದನ್ಯತ್ರ ಯನ್ನೇಹಾಸ್ತಿ ನ ಕುತ್ರಚಿತ್‌'. ಇಲ್ಲಿ ಇರುವುದೇ ಬೇರಡೆ 
ಇದೆ. ಇಲ್ಲಿ ಇಲ್ಲದ್ದು ಎಲ್ಲೂ ಇಲ್ಲ ಎನ್ನುವ ಮಾತನ್ನು ಸ್ವತಃ ವ್ಯಾಸರೇ ಹೇಳಿದ್ದಾರೆ. 
ಪಾತ್ರಗಳು ತಾತ್ಕಾಲಿಕವಾದರೂ ಹೆಜ್ಜೆ ಹೆಜ್ಜೆಗೆ ಮೂಡುವ ಸಂದೇಶ ಸಾರ್ವಕಾಲಿಕ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00397,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,397,404,,I1-S02 | FF01-S05,"ಇಂತಹ ಮಹಾಭಾರತವೆಂಬ ಮೇರುಕೃತಿ ಇದ್ದರೂ ಶುದ್ಧಪಾಠ ನಮಗೆ 
ಉಪಲಬ್ಧವಾಗಿರಲಿಲ್ಲ. ವೇದವ್ಯಾಸದೇವರ ಆದೇಶದಂತೆ ಮಹಾಭಾರತ ಗ್ರಂಥಕ್ಕೆ 
ಶ್ಲೋಕರೂಪದಲ್ಲಿ ವ್ಯಾಖ್ಯಾನ ಮಾಡಿದ ಶ್ರೀಮದಾಚಾರ್ಯರು ಪ್ರಕ್ಷೇಪ 
ವಿಕ್ಷೇಪಗಳಿಂದ ಕೋಟ್ಯಂಶವೂ ಉಪಲಬ್ಧ್ದವಾಗುವುದಿಲ್ಲ. ನಾನು ಅನೇಕ 
ಪ್ರದೇಶಗಳಲ್ಲಿರುವ ಪಾಠಗಳನ್ನು ಶೋಧಿಸಿ ಈ ವ್ಯಾಖ್ಯಾನಕ್ಕೆ ಮುಂದಾಗಿದ್ದೇನೆ 
ಎಂದು ಹೇಳಿದ್ದಾರೆ. ""ಸ್ವಯಂ ವ್ಯಾಸೋ ಹಿ ತದ್ದೇದ ಬ್ರಹ್ಮಾ ವಾ ತತ್ಸನಾದತಃ' 
ಎಂದು ತಿಳಿಸಿದಂತೆ ಗ್ರಂಥವನ್ನು ಬರೆದ ವೇದವ್ಯಾಸರೇ ಬಲ್ಲವರು. ಅವರ 
ಅನುಗ್ರಹದಿಂದ ಬ್ರಹ್ಮದೇವರು ತಿಳಿದಿದ್ದಾರೆ. ಇಂತಹ ಲೋಕೋದ್ದಾರಕವಾದ ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00407,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,407,407,,I1-S02 | FF01-S05,XI ಮಹಾಭಾರತ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00410,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,410,415,,I1-S02 | FF01-S05,"ಗ್ರಂಥರತ್ನದ ರಕ್ಷಣೆ ಬೋಧನೆಗಾಗಿಯೇ ಇಬ್ಬರು ಭಾವಿಬ್ರಹ್ಮರು 
ವ್ಯಾಖ್ಯಾನಿಸಿದ್ದಾರೆ. ಶ್ರೀಮದಾಚಾರ್ಯರು ""ಮಹಾಭಾರತತಾತ್ತರ್ಯನಿರ್ಣಯ' 
ಹಾಗೂ “""ಯಮಕಭಾರತ' ಎಂಬ ಎರಡು ಗ್ರಂಥಗಳನ್ನು ನೀಡಿದರೆ 
ಶ್ರೀವಾದಿರಾಜ ಗುರುಸಾರ್ವಭೌಮರು ""ಲಕ್ಷಾಲಂಕಾರ'ವನ್ನು ನೀಡಿದ್ದಾರೆ. ಈ 
ಸರ್ವಜ್ಞರ ಕೃತಿಗಳನ್ನು ಆಧರಿಸಿ ಶೋಧಿಸಿದರೆ ಮಾತ್ರ ನಮಗೆ ಶುದ್ಧಪಾಠ 
ದೊರೆಯಲು ಸಾಧ್ಯ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00418,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,418,425,,I1-S02 | FF01-S05,"ಈ ನಿಟ್ಟಿನಲ್ಲಿ ಅನೇಕರು ಪ್ರಯತ್ನಿಸಿ ವಿಫಲರಾಗಿದ್ದಾರೆ. ನಮ್ಮ ಪಲಿಮಾರು 
ಮಠಾಧೀಶರಾದ ಶ್ರೀ ಶ್ರೀ ವಿದ್ಯಾಧೀಶತೀರ್ಥರು ಭಗೀರಥನಂತೆ ಬೆಂಬಿಡದ 
ಪ್ರಯತ್ನದಿಂದ ಸಾಧಿಸಿದ್ದಾರೆ. ಅನೇಕ ವಿದ್ವಾಂಸರ ಮುಖಾಂತರ 
ಪ್ರಾಚ್ಯಲಿಪಿಗಳನ್ನು ಪರಿಶೀಲಿಸಿ ಶುದ್ಧಪಾಠವನ್ನು ನೀಡುತ್ತಿದ್ದಾರೆ. ಜೊತೆಗೆ 
ತಾತ್ಪರ್ಯನಿರ್ಣಯ ಹಾಗೂ ಲಕ್ಷಾಲಂಕಾರಗಳನ್ನೂ ನೀಡುತ್ತಿದ್ದಾರೆ. ಎಲ್ಲ 
ಸಜ್ಜನರೂ ಈ ಗ್ರಂಥರತ್ನದ ಉಪಕಾರವನ್ನು ಪಡೆಯಲಿ ಎಂದು ನಮ್ಮ 
ಆರಾಧ್ಯಮೂರ್ತಿಯಾದ ಮಧ್ವವಾದಿರಾಜವರದ ಭೂವರಾಹ-ಹಯಗ್ರೀವ- 
ವೇದವ್ಯಾಸ ದೇವರಲ್ಲಿ ಪ್ರಾರ್ಥಿಸುತ್ತಿದ್ದೇವೆ. ",retained_verbatim_OCR,not_sentence_verified,commentary_heading
V1L00428,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,428,428,,I1-S02 | FF01-S05,ಇತ್ಯನೇಕ ಶ್ರೀಮನ್ನಾರಾಯಣ ಸ್ಥರಣೆಗಳು ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00431,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,431,432,,I1-S02 | FF01-S05,"ಶ್ರೀ ಶ್ರೀ ವಿಶ್ವವಲ್ಲಭತೀರ್ಥ ಶ್ರೀಪಾದಂಗಳವರು 
ಶ್ರೀಸೋದೆ ವಾದಿರಾಜ ಮಠ, ಉಡುಪಿ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L00435,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,435,435,,I1-S01 | FF01-S06,ಮಹಾಭಾರತದ ಹಿರಿಮೆ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
