reading_order,scene_id,title_kn,source,narration_kn,adapted_dialogue_kn,spoken_words,planning_seconds_low,planning_seconds_high,recorded_take_path,actual_seconds,pronunciation_review,source_completeness_review,performance_approved,caption_file
43,G02-S07,ಯುದ್ಧದ ನಂತರದ ಐದು ಪರ್ವಗಳು,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 8559–8810,"ಅಶ್ವಮೇಧಿಕಪರ್ವದಲ್ಲಿ ಯುಧಿಷ್ಠಿರನ ಅಶ್ವಮೇಧ ಮತ್ತು ಅದಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ಪ್ರಯಾಣಗಳು ಬರುತ್ತವೆ. ಆಶ್ರಮವಾಸಿಕಪರ್ವದಲ್ಲಿ ಹಿರಿಯರು ಅರಣ್ಯವಾಸವನ್ನು ಸ್ವೀಕರಿಸುತ್ತಾರೆ. ಮೌಸಲಪರ್ವ ಯಾದವಕುಲದ ಅಂತ್ಯವನ್ನು ಹೇಳುತ್ತದೆ. ಮಹಾಪ್ರಸ್ಥಾನಿಕಪರ್ವದಲ್ಲಿ ಪಾಂಡವರು ರಾಜ್ಯವನ್ನು ಬಿಟ್ಟು ಅಂತಿಮ ಪ್ರಯಾಣಕ್ಕೆ ಹೊರಡುತ್ತಾರೆ. ಸ್ವರ್ಗಾರೋಹಣಪರ್ವದಲ್ಲಿ ಆ ಪ್ರಯಾಣದ ಕೊನೆಯ ಪರೀಕ್ಷೆ ಮತ್ತು ಪರಲೋಕದ ದರ್ಶನ ಬರುತ್ತದೆ. ಹೀಗೆ ಜನನದಿಂದ ಅಧಿಕಾರಕ್ಕೆ, ಯುದ್ಧದಿಂದ ವೈರಾಗ್ಯಕ್ಕೆ ಸಾಗುವ ವಿಶಾಲ ವಿನ್ಯಾಸ ನಮ್ಮ ಮುಂದೆ ನಿಂತಿದೆ. ಈ ಹೆಸರುಗಳು ಈಗ ನೆನಪಿನ ನಕ್ಷೆ; ಸಂಪೂರ್ಣ ಕಥೆಯನ್ನು ಮುಂದಿನ ಭಾಗಗಳು ತುಂಬುತ್ತವೆ.",,53,24,30,,,pending,pending,,
44,G02-S08,ಆದಿಪರ್ವದ ಒಳನಕ್ಷೆ,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 7280–7525,"ನಾವು ಈಗ ಆದಿಪರ್ವದೊಳಗೇ ನಿಂತಿದ್ದೇವೆ. ಅನುಕ್ರಮಣಿಕಾ ಮತ್ತು ಪರ್ವಸಂಗ್ರಹದ ನಂತರ ಪೌಷ್ಯ, ಪೌಲೋಮ, ಆಸ್ತೀಕ ಮತ್ತು ಸಂಭವ ಉಪಪರ್ವಗಳು ಬರುತ್ತವೆ. ಮುಂದೆ ಅರಗಿನ ಮನೆಯ ದಹನ, ಹಿಡಿಂಬವಧೆ, ಬಕವಧೆ, ಚೈತ್ರರಥ, ಸ್ವಯಂವರ ಮತ್ತು ವಿವಾಹದ ಘಟ್ಟಗಳಿವೆ. ವಿದುರನ ಆಗಮನ, ರಾಜ್ಯಲಾಭ, ಅರ್ಜುನನ ವನವಾಸ, ಸುಭದ್ರಾಹರಣ, ಉಡುಗೊರೆಗಳೊಂದಿಗೆ ಮರಳಿಕೆ, ಖಾಂಡವದಾಹ ಮತ್ತು ಮಯನ ದರ್ಶನದವರೆಗೆ ಈ ಪರ್ವ ಹರಡುತ್ತದೆ. ಸಂಖ್ಯೆಗಳು ಮತ್ತು ಪರ್ವವಿಭಾಗಗಳಲ್ಲಿ ಆವೃತ್ತಿಭೇದಗಳಿರುವುದನ್ನು ಸಂಪಾದಕೀಯ ಮುನ್ನುಡಿಯೇ ತಿಳಿಸುತ್ತದೆ. ಆದ್ದರಿಂದ ನಮ್ಮ ದಾರಿಸೂಚಿ ಈ ಪುಸ್ತಕದ ಕ್ರಮವಾಗಿರುತ್ತದೆ.",,54,24,31,,,pending,pending,,
45,G03-S01,ಯಜ್ಞಸ್ಥಳಕ್ಕೆ ಬಂದ ಮರಿ,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 8943–8985,"ಜನಮೇಜಯನು ತನ್ನ ಸಹೋದರರಾದ ಶ್ರುತಸೇನ, ಉಗ್ರಸೇನ ಮತ್ತು ಭೀಮಸೇನರೊಂದಿಗೆ ಸತ್ರವನ್ನು ನಡೆಸುತ್ತಿದ್ದಾನೆ. ಯಜ್ಞಸ್ಥಳದ ಬಳಿ ದೇವಶುನಿ ಸರಮೆಯ ಮರಿಯೊಂದು ಬರುತ್ತದೆ. ರಾಜನ ಸಹೋದರರು ಅದನ್ನು ಹೊಡೆಯುತ್ತಾರೆ. ಅದು ಅಳುತ್ತಾ ತನ್ನ ತಾಯಿಯ ಕಡೆಗೆ ಓಡುತ್ತದೆ. ಇಲ್ಲಿ ಹೇಳುವ ಭೀಮಸೇನನು ಜನಮೇಜಯನ ಸಹೋದರ; ಪಾಂಡವ ಭೀಮನಲ್ಲ. ಕಥೆಯ ಕಾಲವೂ ತಲೆಮಾರೂ ಬೇರೆಯಾಗಿದೆ. ರಾಜಸಭೆಯ ದೊಡ್ಡ ಕಾರ್ಯದ ಪಕ್ಕದಲ್ಲಿ ನಡೆದ ಈ ಸಣ್ಣ ಹಿಂಸೆ, ಯಜ್ಞವನ್ನು ನಡೆಸುವವರನ್ನೇ ಪ್ರಶ್ನೆಯ ಮುಂದೆ ನಿಲ್ಲಿಸಲಿದೆ.",,49,22,28,,,pending,pending,,
46,G03-S02,ತಾಯಿಯ ಮೊದಲ ವಿಚಾರಣೆ,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 8986–9013,"ಸರಮೆ ತನ್ನ ಮರಿಯ ಅಳುವನ್ನು ಕೇಳುತ್ತದೆ. ತಕ್ಷಣ ರಾಜನನ್ನು ಶಪಿಸುವುದಿಲ್ಲ; ಮೊದಲು ಮರಿಯನ್ನೇ ಪ್ರಶ್ನಿಸುತ್ತದೆ. ನೀನು ಏನಾದರೂ ತಪ್ಪು ಮಾಡಿದ್ದರಿಂದ ಹೊಡೆದಿರಬಹುದೆಂದು ಕೇಳುತ್ತದೆ. ಮರಿ ತಾನು ಹವಿಸ್ಸನ್ನು ನೋಡಲಿಲ್ಲ, ಆಹಾರವನ್ನು ನೆಕ್ಕಲಿಲ್ಲ, ಯಾವ ಅಪರಾಧವನ್ನೂ ಮಾಡಲಿಲ್ಲ ಎಂದು ಹೇಳುತ್ತದೆ. ಈ ಉತ್ತರ ಕೇಳಿದ ಸರಮೆ ಮಗನ ನೋವಿನ ಕಾರಣವನ್ನು ತಿಳಿಯಲು ಯಜ್ಞಸ್ಥಳಕ್ಕೆ ಹೊರಡುತ್ತದೆ. ಅದರೊಂದಿಗೆ ನಿರಪರಾಧಿಯ ದೂರು ನೇರವಾಗಿ ಅಧಿಕಾರದ ಮುಂದೆ ಬರುತ್ತದೆ.",,45,20,26,,,pending,pending,,
47,G03-S03,ಉತ್ತರಿಸದ ರಾಜಕುಮಾರರು,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 9014–9034,"ದುಃಖಿತಳಾದ ಸರಮೆ ಜನಮೇಜಯನು ಸಹೋದರರೊಂದಿಗೆ ಕುಳಿತಿದ್ದ ಸ್ಥಳಕ್ಕೆ ಬರುತ್ತದೆ. ನನ್ನ ಮಗ ಯಾವ ತಪ್ಪನ್ನೂ ಮಾಡಿಲ್ಲ; ಹಾಗಿದ್ದಾಗ ಏಕೆ ಹೊಡೆದಿರಿ ಎಂದು ಕೇಳುತ್ತದೆ. ಆ ಪ್ರಶ್ನೆಗೆ ಅವರು ಉತ್ತರ ಕೊಡುವುದಿಲ್ಲ. ಯಜ್ಞದ ಸದ್ದು ಇದ್ದ ಜಾಗದಲ್ಲಿ ಅವರ ಮೌನವೇ ಉಳಿಯುತ್ತದೆ. ಮರಿಯನ್ನು ಹೊಡೆದವರು ರಾಜನ ಸಹೋದರರಾಗಿದ್ದರೂ, ಸರಮೆ ಪ್ರಶ್ನೆಯನ್ನು ರಾಜನ ಎದುರಿಗೇ ಇಡುತ್ತದೆ. ಅವನು ನಡೆಸುವ ಯಜ್ಞಸ್ಥಳದಲ್ಲಿ ನಿರಪರಾಧಿಗೆ ರಕ್ಷಣೆಯಿರಬೇಕೆಂಬ ಬೇಡಿಕೆ ಈಗ ತಪ್ಪಿಸಿಕೊಳ್ಳಲಾಗದಂತಾಗಿದೆ.",,46,20,26,,,pending,pending,,
48,G03-S04,ಅನಿರೀಕ್ಷಿತ ಭಯದ ಶಾಪ,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 9035–9053,ನಿರಪರಾಧಿಯಾದ ಮರಿಯನ್ನು ಹೊಡೆದ ಕಾರಣದಿಂದ ಅನಿರೀಕ್ಷಿತ ಭಯವು ನಿಮಗೆ ಬರಲಿ ಎಂದು ಸರಮೆ ಹೇಳುತ್ತದೆ. ಶಾಪದ ನಿಖರ ರೂಪ ಈಗ ಹೇಳಲ್ಪಡುವುದಿಲ್ಲ. ಜನಮೇಜಯನು ಅದನ್ನು ಕೇಳಿ ದಿಗ್ಭ್ರಮೆ ಮತ್ತು ವಿಷಾದಕ್ಕೆ ಒಳಗಾಗುತ್ತಾನೆ. ತನ್ನ ಶಕ್ತಿಯಿಂದ ಎಲ್ಲವನ್ನೂ ನಿಯಂತ್ರಿಸಬಹುದು ಎಂಬ ಭರವಸೆ ಅವನಿಗೆ ಸಾಲುವುದಿಲ್ಲ. ಸತ್ರದ ನಂತರ ಹಸ್ತಿನಪುರಕ್ಕೆ ಮರಳಿದಾಗಲೂ ಆ ಮಾತಿನ ಆತಂಕ ಅವನನ್ನು ಬಿಡುವುದಿಲ್ಲ. ತನ್ನ ತಪ್ಪಿನ ಪರಿಣಾಮವನ್ನು ಪರಿಹರಿಸಬಲ್ಲ ಪುರೋಹಿತನನ್ನು ಹುಡುಕಬೇಕೆಂದು ನಿರ್ಧರಿಸುತ್ತಾನೆ.,,47,21,27,,,pending,pending,,
49,G03-S05,ಆಶ್ರಮದಲ್ಲಿ ಕಂಡ ತಂದೆಮಗ,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 9054–9096,"ಪುರೋಹಿತನ ಹುಡುಕಾಟದಲ್ಲಿ ಜನಮೇಜಯನು ಪ್ರಯತ್ನಿಸುತ್ತಾನೆ. ಒಮ್ಮೆ ತನ್ನ ರಾಜ್ಯದಲ್ಲಿ ಬೇಟೆಗೆ ಹೋಗಿದ್ದಾಗ ಆಶ್ರಮವೊಂದನ್ನು ಕಾಣುತ್ತಾನೆ. ಅಲ್ಲಿ ಶ್ರುತಶ್ರವ ಎಂಬ ಋಷಿ ಮತ್ತು ಅವರ ಪುತ್ರ ಸೋಮಶ್ರವಸ್ಸು ಇದ್ದಾರೆ. ಸೋಮಶ್ರವಸ್ಸಿನ ತಪಸ್ಸು ಮತ್ತು ಅಧ್ಯಯನದ ವಿಷಯ ತಿಳಿದ ರಾಜನು ಅವನನ್ನು ಪುರೋಹಿತನಾಗಿ ಬೇಡುತ್ತಾನೆ. ತಂದೆಯ ಮುಂದೆ ತಲೆಬಾಗಿ ತನ್ನ ಬಯಕೆಯನ್ನು ಹೇಳುತ್ತಾನೆ. ರಾಜನು ಕೇಳುವ ಸೇವೆಯನ್ನು ಒಪ್ಪಿಸುವ ಮೊದಲು, ಋಷಿ ಮಗನ ಜನ್ಮ ಮತ್ತು ಅವನ ವ್ರತದ ವಿಷಯವನ್ನು ವಿವರಿಸಲು ಆರಂಭಿಸುತ್ತಾರೆ.",,50,22,29,,,pending,pending,,
50,G03-S06,ಸೋಮಶ್ರವಸ್ಸಿನ ವ್ರತ,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 9097–9132,"ಶ್ರುತಶ್ರವರು ಮಗನ ವಿಶಿಷ್ಟ ಜನ್ಮವನ್ನು ಹೇಳುತ್ತಾರೆ. ತಮ್ಮ ತಪೋವೀರ್ಯದಿಂದ, ಹೆಣ್ಣುಸರ್ಪದ ಗರ್ಭದಲ್ಲಿ ಸೋಮಶ್ರವಸ್ಸು ಬೆಳೆದನೆಂದು ವಿವರಿಸುತ್ತಾರೆ. ಅವನು ಮಹಾತಪಸ್ವಿ ಮತ್ತು ಅಧ್ಯಯನಸಂಪನ್ನ. ಆದರೆ ಅವನಿಗೆ ಒಂದು ಕಟ್ಟುನಿಟ್ಟಿನ ವ್ರತವಿದೆ: ಬ್ರಾಹ್ಮಣನೊಬ್ಬ ಏನನ್ನಾದರೂ ಬೇಡಿದರೆ ಅದನ್ನು ಕೊಡಲೇಬೇಕು. ಈ ವ್ರತದಿಂದ ಮುಂದೆ ರಾಜನಿಗೆ ಅಸೌಕರ್ಯ ಉಂಟಾದರೂ ಸಹಿಸಬೇಕಾಗುತ್ತದೆ. ಶಾಪನಿವಾರಣೆಯ ಸಾಮರ್ಥ್ಯಕ್ಕೂ ಗ್ರಂಥವು ಒಂದು ಮಿತಿಯನ್ನು ಹೇಳುತ್ತದೆ.",,39,17,22,,,pending,pending,,
51,G03-S07,ಷರತ್ತನ್ನು ಒಪ್ಪಿದ ನೇಮಕ,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 9133–9165,ಜನಮೇಜಯನು ಋಷಿಯ ಷರತ್ತನ್ನು ಒಪ್ಪುತ್ತಾನೆ. ಸೋಮಶ್ರವಸ್ಸನ್ನು ಕರೆದುಕೊಂಡು ಮರಳಿದ ರಾಜನು ತನ್ನ ಸಹೋದರರಿಗೆ ಹೊಸ ಪುರೋಹಿತನ ಮಾತುಗಳನ್ನು ಪಾಲಿಸಲು ತಿಳಿಸುತ್ತಾನೆ. ಅವರು ಹಾಗೆಯೇ ನಡೆಯುತ್ತಾರೆ. ಅನಂತರ ಜನಮೇಜಯನು ತಕ್ಷಶಿಲೆಯ ಕಡೆಗೆ ದಂಡಯಾತ್ರೆ ಕೈಗೊಂಡು ಆ ದೇಶವನ್ನು ವಶಪಡಿಸಿಕೊಳ್ಳುತ್ತಾನೆ. ಈ ನೇಮಕ ಮತ್ತು ದಂಡಯಾತ್ರೆಯನ್ನು ಮೂಲಪಾಠ ಹೇಳುತ್ತದೆ; ಸರಮೆಯ ಶಾಪಕ್ಕೆ ಅಂತಿಮ ಪರಿಹಾರ ಕಂಡಿತೆಂದು ಇಲ್ಲಿ ಘೋಷಿಸುವುದಿಲ್ಲ. ರಾಜನ ಕಥೆ ಈ ಹಂತದಲ್ಲಿ ತಾತ್ಕಾಲಿಕವಾಗಿ ಹಿಂದೆ ಸರಿಯುತ್ತದೆ.,,47,21,27,,,pending,pending,,
52,G03-S08,ಆಯೋದಧೌಮ್ಯರ ಮೂರು ಶಿಷ್ಯರು,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 9166–9182,"ಈಗ ನಿರೂಪಣೆ ಆಯೋದಧೌಮ್ಯ ಋಷಿಯ ಕಡೆಗೆ ತಿರುಗುತ್ತದೆ. ಅವರ ಬಳಿ ಆರುಣಿಪಾಂಚಾಲ, ಉಪಮನ್ಯು ಮತ್ತು ಬೈದ ಎಂಬ ಮೂವರು ಶಿಷ್ಯರಿದ್ದಾರೆ. ರಾಜಮನೆತನದ ನಂತರ ಆಶ್ರಮದ ದಿನಚರಿ ನಮ್ಮ ಮುಂದೆ ಬರುತ್ತದೆ. ಹೊಲಕ್ಕೆ ನೀರು ಕಟ್ಟುವುದು, ಗೋವುಗಳನ್ನು ಕಾಯುವುದು ಮತ್ತು ಗುರುಮನೆಯ ಸೇವೆ—ಇವು ಅವರ ಪರೀಕ್ಷೆಗಳ ಹಿನ್ನೆಲೆ. ಬೈದನು ಮುಂದೆ ತಾನೇ ಗುರುವಾಗುತ್ತಾನೆ. ಅವನ ಶಿಷ್ಯ ಉದಂಕನು ಕುಂಡಲಗಳಿಗಾಗಿ ಕೈಗೊಳ್ಳುವ ಪ್ರಯಾಣವು ತಕ್ಷಕನೊಂದಿಗೆ ವೈರವನ್ನೂ ಜನಮೇಜಯನ ಸರ್ಪಸತ್ರದ ಮತ್ತೊಂದು ಕಾರಣವನ್ನೂ ಕಟ್ಟುತ್ತದೆ. ಮೊದಲು ಆ ಮೂರು ಶಿಷ್ಯರ ಅನುಭವಗಳನ್ನು ಕೇಳೋಣ.",,56,25,32,,,pending,pending,,
53,G04-S01,ದೇಹವೇ ಹೊಲದ ಕಟ್ಟೆ,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 9174–9275,ಆಯೋದಧೌಮ್ಯರು ಆರುಣಿಪಾಂಚಾಲನನ್ನು ಹೊಲದ ನೀರಿಗೆ ಕಟ್ಟೆ ಕಟ್ಟಲು ಕಳುಹಿಸುತ್ತಾರೆ. ಎಷ್ಟು ಪ್ರಯತ್ನಿಸಿದರೂ ಬಿರುಕು ಮುಚ್ಚುವುದಿಲ್ಲ. ಕೊನೆಗೆ ಆರುಣಿ ತನ್ನ ದೇಹವನ್ನೇ ನೀರಿನ ದಾರಿಗೆ ಅಡ್ಡವಾಗಿ ಮಲಗಿಸುತ್ತಾನೆ. ಅವನು ಹಿಂದಿರುಗದಾಗ ಗುರುಗಳು ಉಳಿದ ಶಿಷ್ಯರೊಂದಿಗೆ ಹುಡುಕಿಕೊಂಡು ಬರುತ್ತಾರೆ. ಗುರುಗಳ ಕೂಗು ಕೇಳಿದ ಆರುಣಿ ಮೇಲೇಳುತ್ತಾನೆ; ನೀರು ಮತ್ತೆ ಹರಿಯುತ್ತದೆ. ತಾನು ಮಾಡಿದುದನ್ನು ವಿವರಿಸಿ ಮುಂದೇನು ಮಾಡಬೇಕೆಂದು ಕೇಳುತ್ತಾನೆ. ಗುರುಗಳು ಅವನ ನಿಷ್ಠೆಗೆ ಮೆಚ್ಚಿ ಉದ್ಧಾಲಕನೆಂಬ ಹೆಸರನ್ನೂ ಜ್ಞಾನಸಿದ್ಧಿಯ ಆಶೀರ್ವಾದವನ್ನೂ ನೀಡುತ್ತಾರೆ.,,49,22,28,,,pending,pending,,
54,G04-S02,ಉಪಮನ್ಯುವಿನ ಹಸಿವು,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 9276–9493,"ಉಪಮನ್ಯುವಿಗೆ ಗೋವುಗಳನ್ನು ಕಾಯುವ ಕೆಲಸ ಸಿಗುತ್ತದೆ. ಅವನು ಭಿಕ್ಷೆ ತಂದು ತಿನ್ನುತ್ತಿದ್ದೇನೆಂದಾಗ, ಅದನ್ನು ಮೊದಲು ಗುರುಗಳಿಗೆ ಕೊಡಬೇಕೆಂಬ ನಿಯಮ ಬರುತ್ತದೆ. ಮತ್ತೆ ಭಿಕ್ಷೆ ಬೇಡುವುದೂ ನಿಷೇಧವಾಗುತ್ತದೆ. ಹಾಲು ಕುಡಿಯುತ್ತಿದ್ದೇನೆಂದಾಗ ಅದಕ್ಕೂ ಅವಕಾಶವಿಲ್ಲ. ಕರುಗಳು ಕುಡಿದು ಉಳಿಸಿದ ನೊರೆಯನ್ನು ಆಶ್ರಯಿಸಿದಾಗ, ಕರುಗಳ ಆಹಾರಕ್ಕೆ ತೊಂದರೆಯಾಗುತ್ತದೆಂದು ಅದನ್ನೂ ನಿಲ್ಲಿಸಲಾಗುತ್ತದೆ. ಹಸಿವಿನಿಂದ ಕಾಡಿನಲ್ಲಿ ಎಕ್ಕದ ಎಲೆಗಳನ್ನು ತಿಂದ ಉಪಮನ್ಯು ದೃಷ್ಟಿ ಕಳೆದುಕೊಳ್ಳುತ್ತಾನೆ. ದಾರಿ ಕಾಣದೆ ಬಾವಿಗೆ ಬೀಳುತ್ತಾನೆ. ಸಾಯಂಕಾಲ ಗೋವುಗಳು ಬಂದರೂ ಅವನು ಬರುವುದಿಲ್ಲ.",,50,22,29,,,pending,pending,,
55,G04-S03,ಬಾವಿಯಲ್ಲಿ ಅಶ್ವಿನೀ ಸ್ತುತಿ,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 9494–9859,ಆಯೋದಧೌಮ್ಯರು ಹುಡುಕುತ್ತಾ ಉಪಮನ್ಯುವನ್ನು ಕರೆಯುತ್ತಾರೆ. ಬಾವಿಯೊಳಗಿಂದ ಅವನ ಉತ್ತರ ಬರುತ್ತದೆ. ಎಕ್ಕದ ಎಲೆ ತಿಂದ ಬಳಿಕ ಕಣ್ಣು ಕಾಣದೆ ಬಿದ್ದೆನೆಂದು ಹೇಳುತ್ತಾನೆ. ಗುರುಗಳು ಅಶ್ವಿನೀದೇವತೆಗಳನ್ನು ಸ್ತುತಿಸಲು ತಿಳಿಸುತ್ತಾರೆ. ಅವನ ಪ್ರಾರ್ಥನೆಗೆ ದೇವವೈದ್ಯರು ಪ್ರಸನ್ನರಾಗಿ ಅಪೂಪವನ್ನು ನೀಡುತ್ತಾರೆ. ಗುರುಗಳಿಗೆ ಅರ್ಪಿಸದೆ ತಿನ್ನುವುದಿಲ್ಲವೆಂದು ಉಪಮನ್ಯು ಹೇಳುತ್ತಾನೆ. ಅವನ ನಿಷ್ಠೆಯನ್ನು ಮೆಚ್ಚಿದ ಅಶ್ವಿನೀದೇವತೆಗಳು ದೃಷ್ಟಿಯ ಅನುಗ್ರಹ ನೀಡುತ್ತಾರೆ. ಉಪಮನ್ಯು ಮೇಲಕ್ಕೆ ಬಂದು ಗುರುಗಳಿಗೆ ನಡೆದದ್ದನ್ನು ಹೇಳುತ್ತಾನೆ. ಅವನ ಕಣ್ಣಿಗೆ ಮತ್ತೆ ಬೆಳಕು ಬಂದಿದೆ; ಗುರುಗಳು ಅವನ ಜ್ಞಾನವೃದ್ಧಿಯನ್ನು ಆಶೀರ್ವದಿಸುತ್ತಾರೆ.,,53,24,30,,,pending,pending,,
56,G04-S04,ಕಷ್ಟವನ್ನು ಮುಂದಕ್ಕೆ ಕೊಡದ ಗುರು,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 9860–10042,"ಮೂರನೆಯ ಶಿಷ್ಯ ಬೈದನು ಗುರುಮನೆಯ ಭಾರವಾದ ಸೇವೆಗಳನ್ನು ದೀರ್ಘಕಾಲ ನೆರವೇರಿಸುತ್ತಾನೆ. ಚಳಿ, ಬಿಸಿಲು, ಹಸಿವು ಮತ್ತು ದಣಿವನ್ನು ಸಹಿಸಿಕೊಂಡು ಶಿಕ್ಷಣ ಪಡೆಯುತ್ತಾನೆ. ನಂತರ ಗುರುಗಳ ಅನುಮತಿಯಿಂದ ಗೃಹಸ್ಥನಾಗುತ್ತಾನೆ. ಅವನಿಗೂ ಶಿಷ್ಯರು ಬರುತ್ತಾರೆ. ಆದರೆ ತಾನು ಅನುಭವಿಸಿದ ಕ್ಲೇಶವನ್ನು ಅವರ ಮೇಲೆ ಹೇರಲು ಇಚ್ಛಿಸುವುದಿಲ್ಲ. ಅವರಿಂದ ನಿರಂತರ ಕಠಿಣ ಸೇವೆ ಕೇಳದೆ ಶಿಕ್ಷಣ ನೀಡುತ್ತಾನೆ. ಜನಮೇಜಯ ಮತ್ತು ಪೌಷ್ಯರು ಅವನನ್ನು ಪುರೋಹಿತನಾಗಿ ಸ್ವೀಕರಿಸುತ್ತಾರೆ. ಒಂದು ಯಜ್ಞಕಾರ್ಯಕ್ಕೆ ಹೊರಡುವಾಗ, ತನ್ನ ಮನೆಯಲ್ಲಿ ನ್ಯೂನತೆ ಉಂಟಾಗದಂತೆ ನೋಡಿಕೊಳ್ಳುವ ಹೊಣೆಯನ್ನು ಉದಂಕನಿಗೆ ಕೊಡುತ್ತಾನೆ.",,55,24,31,,,pending,pending,,
57,G04-S05,ಉದಂಕನ ನಿರಾಕರಣೆ ಮತ್ತು ದಕ್ಷಿಣೆ,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 10043–10235,ಗುರುಗಳು ಹೊರಗಿರುವಾಗ ಮನೆಯ ಮಹಿಳೆಯರು ಉದಂಕನ ಮುಂದೆ ಸೂಕ್ಷ್ಮವಾದ ಬೇಡಿಕೆ ಇಡುತ್ತಾರೆ: ಗುರುಪತ್ನಿಯ ಋತುಕಾಲ ವ್ಯರ್ಥವಾಗದಂತೆ ಸಂಬಂಧಿಸಬೇಕೆಂದು ಕೇಳುತ್ತಾರೆ. ಉದಂಕನು ಅದನ್ನು ನಿರಾಕರಿಸುತ್ತಾನೆ; ಗುರುಗಳು ತನಗೆ ಇಂತಹ ಕಾರ್ಯವನ್ನು ಆದೇಶಿಸಿಲ್ಲವೆಂದು ಹೇಳುತ್ತಾನೆ. ಮರಳಿದ ಬೈದನು ಅವನ ನಡೆಗೆ ಮೆಚ್ಚಿ ಮನೆಗೆ ಹೋಗಲು ಅನುಮತಿಸುತ್ತಾನೆ. ಆದರೂ ಉದಂಕನು ಗುರುದಕ್ಷಿಣೆಯನ್ನು ನೀಡಲು ಒತ್ತಾಯಿಸುತ್ತಾನೆ. ಗುರುಪತ್ನಿ ಪೌಷ್ಯರಾಣಿಯ ಮಣಿಕುಂಡಲಗಳನ್ನು ನಾಲ್ಕನೆಯ ದಿನದ ಪುಣ್ಯಕಾರ್ಯಕ್ಕೆ ತಂದುಕೊಡಲು ಕೇಳುತ್ತಾಳೆ. ಉದಂಕನು ಆ ಗಡುವನ್ನು ಒಪ್ಪಿ ಹೊರಡುತ್ತಾನೆ.,,49,22,28,,,pending,pending,,
58,G04-S06,ಎತ್ತಿನ ಬಳಿಯ ವಿಚಿತ್ರ ಪರೀಕ್ಷೆ,MAHABHARATA-1-AADIPARVA-_djvu (1).txt lines 10236–10296,ದಾರಿಯಲ್ಲಿ ಉದಂಕನು ದೊಡ್ಡ ಎತ್ತಿನ ಮೇಲೆ ಕುಳಿತ ಪುರುಷನನ್ನು ನೋಡುತ್ತಾನೆ. ಅವನು ಎತ್ತಿನ ಸಗಣಿಯನ್ನು ತಿನ್ನುವಂತೆ ಹೇಳುತ್ತಾನೆ. ಉದಂಕನು ಮೊದಲು ಹಿಂಜರಿಯುತ್ತಾನೆ. ನಿನ್ನ ಗುರುಗಳೂ ಇದನ್ನು ಸ್ವೀಕರಿಸಿದ್ದಾರೆ ಎಂಬ ಮಾತು ಕೇಳಿ ಅವನು ಅದನ್ನು ಸ್ವೀಕರಿಸುತ್ತಾನೆ. ಈ ವಿಚಿತ್ರ ಘಟನೆಯ ಅರ್ಥ ಅವನಿಗೆ ಆಗ ತಿಳಿಯುವುದಿಲ್ಲ. ನಂತರ ಗುರುಗಳು ಅದು ಅಮೃತರೂಪದ ಅನುಗ್ರಹವಾಗಿತ್ತೆಂದು ವಿವರಿಸಲಿದ್ದಾರೆ. ಈಗ ಅವನ ಗಮನ ಕುಂಡಲಗಳ ಮೇಲೆಯೇ ಇದೆ. ಆತ ಪೌಷ್ಯನ ಅರಮನೆಗೆ ಹೋಗುತ್ತಾನೆ; ಆದರೆ ರಾಣಿಯನ್ನು ನೋಡಲು ಹೋದಾಗ ಅವಳು ಅವನಿಗೆ ಕಾಣುವುದಿಲ್ಲ.,,56,25,32,,,pending,pending,,
